"Disclaimer: All data is without guarantee, errors and changes are reserved."
"Jozef Hrčka, 2001-08-31"
jozef.dodo.hrcka@gmail.com
"Account opened at: 2022-03-23T18:20:31+01:00"
"Venue: Bitpanda"
"Transaction ID",Timestamp,"Transaction Type",In/Out,"Amount Fiat",Fiat,"Amount Asset",Asset,"Asset market price","Asset market price currency","Asset class","Product ID",Fee,"Fee asset","Fee percent",Spread,"Spread Currency","Tax Fiat"
F360907ec-93c7-43a7-862b-45aab4424cd4,2022-03-24T12:48:52+01:00,deposit,incoming,80.00,EUR,-,EUR,-,-,Fiat,-,0.00000000,EUR,-,-,-,0.00
T24fe804c-f285-44e3-a323-c24d056c3c53,2022-03-24T12:49:46+01:00,buy,outgoing,25.00,EUR,1.95444140,APE,12.79,EUR,Cryptocurrency,1102,-,-,-,-,-,0.00
F9ddec78c-5841-4ecb-bb16-1e05db1084c6,2022-03-24T12:49:46+01:00,deposit,incoming,10.00,EUR,-,EUR,-,-,Fiat,-,0.00000000,EUR,-,-,-,0.00
T49c50329-d8de-4379-a12c-0da56dd633df,2022-03-24T12:50:19+01:00,buy,outgoing,55.00,EUR,0.00138331,BTC,39759.71,EUR,Cryptocurrency,1,-,-,-,-,-,0.00
Tfb9d8706-3817-45bd-92f2-64418ffc17bc,2022-03-24T12:51:25+01:00,buy,outgoing,10.00,EUR,0.00350167,ETH,2855.78,EUR,Cryptocurrency,5,-,-,-,-,-,0.00
Tbf6eee64-d67f-4dac-86f4-bf54c605eb11,2022-04-20T11:51:42+02:00,sell,incoming,28.75,EUR,1.95444140,APE,14.71,EUR,Cryptocurrency,1102,-,-,-,-,-,0.00
T6e4719e4-3a7a-40fc-9475-8127cc69de58,2022-04-22T09:02:54+02:00,buy,outgoing,28.75,EUR,2.12592804,APE,13.52,EUR,Cryptocurrency,1102,-,-,-,-,-,0.00
T2d9fc94c-b63a-44a8-a4fd-1feafa5994b5,2022-04-23T07:45:17+02:00,sell,incoming,33.00,EUR,2.12592804,APE,15.52,EUR,Cryptocurrency,1102,-,-,-,-,-,0.00
T7c97f3bc-05df-4e61-8ae9-a45089f100d0,2022-04-28T12:23:10+02:00,buy,outgoing,33.00,EUR,1.66104896,APE,19.87,EUR,Cryptocurrency,1102,-,-,-,-,-,0.00
C75895113-04fc-4bfb-8cbf-3f8a57ba1332,2022-04-28T16:16:52+02:00,deposit,incoming,53.83,EUR,0.00145192,BTC,37077.45,EUR,Cryptocurrency,1,0.00010000,BTC,-,-,-,-
Ca20a0dbd-7d0e-4071-ad4b-ebac1dd03c61,2022-04-28T16:27:28+02:00,deposit,incoming,24.93,EUR,0.00911554,ETH,2735.32,EUR,Cryptocurrency,5,0.00200000,ETH,-,-,-,-
Tfc6e1774-0960-4a66-8df3-d8c3fd6581e4,2022-04-28T22:48:07+02:00,sell,incoming,50.00,EUR,0.00133658,BTC,37408.91,EUR,Cryptocurrency,1,-,-,-,-,-,0.00
T4d8a7ef0-6788-46af-8f56-23b3df4ee2b7,2022-04-28T22:48:31+02:00,buy,outgoing,50.00,EUR,2.10124556,APE,23.80,EUR,Cryptocurrency,1102,-,-,-,-,-,0.00
T806ae7f0-1d81-4a2a-a681-a21125dadcd9,2022-04-29T00:16:02+02:00,sell,incoming,87.01,EUR,3.76229452,APE,23.13,EUR,Cryptocurrency,1102,-,-,-,-,-,0.00
T54a211fd-aaa8-47a8-908d-bd64a16a4486,2022-04-29T00:17:49+02:00,buy,outgoing,87.01,EUR,3.55247866,APE,24.49,EUR,Cryptocurrency,1102,-,-,-,-,-,0.00
T8fbcf3f2-f294-4615-a636-b39b4fa806fe,2022-04-29T00:19:53+02:00,sell,incoming,55.76,EUR,0.00149865,BTC,37206.82,EUR,Cryptocurrency,1,-,-,-,-,-,0.00
T51f7eaad-3768-4e6e-a67f-17384cb8bd35,2022-04-29T00:20:14+02:00,buy,outgoing,55.76,EUR,2.25766315,APE,24.70,EUR,Cryptocurrency,1102,-,-,-,-,-,0.00
F8cc3bdb3-33bd-48d4-9779-f76bb09544e5,2022-05-02T13:10:30+02:00,deposit,incoming,30.00,EUR,-,EUR,-,-,Fiat,-,0.00000000,EUR,-,-,-,0.00
Te72333d2-9b31-4cc3-b922-c69e2b123ff1,2022-05-02T13:11:20+02:00,buy,outgoing,30.00,EUR,2.00705658,APE,14.95,EUR,Cryptocurrency,1102,-,-,-,-,-,0.00
T2b763fdd-063d-4f53-9a99-91ccbe613913,2022-05-08T19:51:05+02:00,sell,incoming,51.00,EUR,4.91031366,APE,10.39,EUR,Cryptocurrency,1102,-,-,-,-,-,0.00
T79f796e7-745b-4cc4-926f-c4417933c774,2022-05-09T23:12:51+02:00,buy,outgoing,51.00,EUR,5.51161225,APE,9.25,EUR,Cryptocurrency,1102,-,-,-,-,-,0.00
Tddccff38-1d11-481b-855c-494e05430153,2022-05-17T18:04:39+02:00,sell,incoming,1.50,EUR,0.00078265,ETH,1916.57,EUR,Cryptocurrency,5,-,-,-,-,-,0.00
Tde69f2e6-4adf-481f-8b65-797b2177f5ee,2022-05-17T18:04:59+02:00,buy,outgoing,1.50,EUR,7669.51888924,LUNC,0.00,EUR,Cryptocurrency,133,-,-,-,-,-,0.00
1edfb0cc-2272-67fc-b6e2-fa2a24845dbd,2023-05-25T16:59:33+02:00,transfer,outgoing,25.66,EUR,8.41849698,APE,3.05,EUR,Cryptocurrency,1102,-,-,-,-,-,-
1edfb0cc-2146-6810-4417-ad1723cbd3cb,2023-05-25T16:59:33+02:00,transfer(stake),incoming,25.66,EUR,8.41849698,APE,3.05,EUR,Cryptocurrency,1102,-,-,-,-,-
T1edfb0cf-4837-6a70-f15f-a21985fc2452,2023-05-25T17:01:08+02:00,sell,incoming,19.48,EUR,0.01183456,ETH,1646.03,EUR,Cryptocurrency,5,-,-,-,-,-,0.00
T1edfb0d1-9f11-6510-5a1a-e68a0afca65e,2023-05-25T17:02:21+02:00,buy,outgoing,8.00,EUR,34.94043006,AUDIO,0.23,EUR,Cryptocurrency,2198,-,-,-,-,-,0.00
T1edfb0d3-0f9b-6050-e61f-4d10ba42e6d0,2023-05-25T17:02:43+02:00,buy,outgoing,8.00,EUR,13.88882161,OSMO,0.58,EUR,Cryptocurrency,2879,-,-,-,-,-,0.00
T1edfb0d3-e463-6ad0-95e0-a4186b7b54b7,2023-05-25T17:03:06+02:00,buy,outgoing,3.48,EUR,8.18280441,SCRT,0.43,EUR,Cryptocurrency,2639,-,-,-,-,-,0.00
1edfb0d4-afa7-68c2-980d-fa2a24845dbd,2023-05-25T17:03:23+02:00,transfer,outgoing,7.79,EUR,34.94043006,AUDIO,0.22,EUR,Cryptocurrency,2198,-,-,-,-,-,-
1edfb0d4-aec4-6c20-b061-e75af007bfd4,2023-05-25T17:03:23+02:00,transfer(stake),incoming,7.79,EUR,34.94043006,AUDIO,0.22,EUR,Cryptocurrency,2198,-,-,-,-,-
1edfb0d5-1389-6a0c-b46d-fa2a24845dbd,2023-05-25T17:03:34+02:00,transfer,outgoing,3.39,EUR,8.18280441,SCRT,0.41,EUR,Cryptocurrency,2639,-,-,-,-,-,-
1edfb0d5-127c-61a0-c758-69c84270e3d1,2023-05-25T17:03:34+02:00,transfer(stake),incoming,3.39,EUR,8.18280441,SCRT,0.41,EUR,Cryptocurrency,2639,-,-,-,-,-
1edfb0d5-6447-6bd8-8c39-fa2a24845dbd,2023-05-25T17:03:42+02:00,transfer,outgoing,7.79,EUR,13.88882161,OSMO,0.56,EUR,Cryptocurrency,2879,-,-,-,-,-,-
1edfb0d5-634a-6230-1711-fa45145724ed,2023-05-25T17:03:42+02:00,transfer(stake),incoming,7.79,EUR,13.88882161,OSMO,0.56,EUR,Cryptocurrency,2879,-,-,-,-,-
1edff0ce-74db-66c8-a2f9-b645894396f5,2023-05-30T19:10:40+02:00,reward,incoming,0.10,EUR,0.03324286,APE,3.01,EUR,Cryptocurrency,1102,-,-,-,-,-
1edff0d1-77f0-6ff4-b683-e23bd2383cc2,2023-05-30T19:12:01+02:00,reward,incoming,0.01,EUR,0.06305568,AUDIO,0.16,EUR,Cryptocurrency,2198,-,-,-,-,-
1edff0d2-82f9-627e-8a77-ba473b3f0783,2023-05-30T19:12:29+02:00,reward,incoming,0.01,EUR,0.02366818,OSMO,0.42,EUR,Cryptocurrency,2879,-,-,-,-,-
1edff0d4-3dcb-6cf4-b9fa-3a43e0797c89,2023-05-30T19:13:15+02:00,reward,incoming,0.01,EUR,0.01434843,SCRT,0.70,EUR,Cryptocurrency,2639,-,-,-,-,-
1ee048c7-c63d-6380-8a70-527266ccc110,2023-06-06T19:06:32+02:00,reward,incoming,0.02,EUR,0.04147982,OSMO,0.48,EUR,Cryptocurrency,2879,-,-,-,-,-
1ee048d6-3be1-67ae-84d0-82770c43255d,2023-06-06T19:13:00+02:00,reward,incoming,0.17,EUR,0.05837191,APE,2.91,EUR,Cryptocurrency,1102,-,-,-,-,-
1ee048d8-c34b-6b7a-b05b-420c31e98feb,2023-06-06T19:14:08+02:00,reward,incoming,0.02,EUR,0.11051813,AUDIO,0.18,EUR,Cryptocurrency,2198,-,-,-,-,-
1ee048da-7780-6d74-bd34-daa8c088f5b2,2023-06-06T19:14:54+02:00,reward,incoming,0.01,EUR,0.02514749,SCRT,0.40,EUR,Cryptocurrency,2639,-,-,-,-,-
1ee0a0c9-64b5-6752-beb3-ceef66bf84e9,2023-06-13T19:06:07+02:00,reward,incoming,0.02,EUR,0.04159593,OSMO,0.48,EUR,Cryptocurrency,2879,-,-,-,-,-
1ee0a0d7-8d19-6622-8f51-326e6036d96b,2023-06-13T19:12:27+02:00,reward,incoming,0.12,EUR,0.05875048,APE,2.04,EUR,Cryptocurrency,1102,-,-,-,-,-
1ee0a0d9-83ca-6074-98a5-02f6c1fcf09a,2023-06-13T19:13:20+02:00,reward,incoming,0.02,EUR,0.11084575,AUDIO,0.18,EUR,Cryptocurrency,2198,-,-,-,-,-
1ee0a0db-435c-61c0-bd28-a6b3301abc93,2023-06-13T19:14:06+02:00,reward,incoming,0.01,EUR,0.02521992,SCRT,0.40,EUR,Cryptocurrency,2639,-,-,-,-,-
1ee0f8cb-3aa8-65ea-9e55-d679a3f287b1,2023-06-20T19:05:47+02:00,reward,incoming,0.01,EUR,0.02529728,SCRT,0.40,EUR,Cryptocurrency,2639,-,-,-,-,-
1ee0f8cb-eb18-6f9c-885a-d679a3f287b1,2023-06-20T19:06:06+02:00,reward,incoming,0.02,EUR,0.04171993,OSMO,0.48,EUR,Cryptocurrency,2879,-,-,-,-,-
1ee0f8d0-92cb-6312-b2eb-de93d296a05d,2023-06-20T19:08:11+02:00,reward,incoming,0.02,EUR,0.11119567,AUDIO,0.18,EUR,Cryptocurrency,2198,-,-,-,-,-
1ee0f8dc-b8a1-6198-a57c-e647616b056d,2023-06-20T19:13:37+02:00,reward,incoming,0.07,EUR,0.03670961,APE,1.91,EUR,Cryptocurrency,1102,-,-,-,-,-
1ee150de-996f-6c66-bd18-1a9c39dba36f,2023-06-27T19:13:19+02:00,reward,incoming,0.08,EUR,0.03688053,APE,2.17,EUR,Cryptocurrency,1102,-,-,-,-,-
1ee150e0-75d3-6828-bd0d-aa4a7453d942,2023-06-27T19:14:09+02:00,reward,incoming,0.02,EUR,0.10838343,AUDIO,0.18,EUR,Cryptocurrency,2198,-,-,-,-,-
1ee150e5-71a1-6aa2-abd7-eeb2c0ba9627,2023-06-27T19:16:23+02:00,reward,incoming,0.01,EUR,0.02537488,SCRT,0.39,EUR,Cryptocurrency,2639,-,-,-,-,-
1ee150e6-215d-6e3c-ae8e-cabddbf50c6d,2023-06-27T19:16:41+02:00,reward,incoming,0.02,EUR,0.03861542,OSMO,0.52,EUR,Cryptocurrency,2879,-,-,-,-,-
1ee1a8de-a13b-68f2-9272-9235ded1a791,2023-07-04T19:12:11+02:00,reward,incoming,0.02,EUR,0.11189025,AUDIO,0.18,EUR,Cryptocurrency,2198,-,-,-,-,-
1ee1a8ea-97af-6930-9969-9298cfb54e48,2023-07-04T19:17:32+02:00,reward,incoming,0.07,EUR,0.03703858,APE,1.89,EUR,Cryptocurrency,1102,-,-,-,-,-
1ee1a8ee-8495-6a26-abb1-8a876807c54f,2023-07-04T19:19:17+02:00,reward,incoming,0.01,EUR,0.02545271,SCRT,0.39,EUR,Cryptocurrency,2639,-,-,-,-,-
1ee1a8ef-4710-6650-9bf2-be7b93e31aa8,2023-07-04T19:19:38+02:00,reward,incoming,0.02,EUR,0.03872291,OSMO,0.52,EUR,Cryptocurrency,2879,-,-,-,-,-
1ee200dd-7ac9-6db6-8d83-3624dd7a23d8,2023-07-11T19:10:32+02:00,reward,incoming,0.01,EUR,0.02553078,SCRT,0.39,EUR,Cryptocurrency,2639,-,-,-,-,-
1ee200e9-2bca-6538-91fd-9a82bf1d5dd9,2023-07-11T19:15:45+02:00,reward,incoming,0.06,EUR,0.03719732,APE,1.61,EUR,Cryptocurrency,1102,-,-,-,-,-
1ee200eb-4b97-6e22-9e32-ee5aa78df435,2023-07-11T19:16:42+02:00,reward,incoming,0.02,EUR,0.11224203,AUDIO,0.18,EUR,Cryptocurrency,2198,-,-,-,-,-
1ee200ec-b392-6260-8e1d-4e481060f7ee,2023-07-11T19:17:20+02:00,reward,incoming,0.02,EUR,0.03882944,OSMO,0.52,EUR,Cryptocurrency,2879,-,-,-,-,-
F1ee24866-4acb-6b20-8b50-beae2bd2ba41,2023-07-17T11:43:32+02:00,deposit,incoming,400.00,EUR,-,EUR,-,-,Fiat,-,0.00000000,EUR,-,-,-,0.00
T1ee2489c-0298-64d0-9c9b-7af73d207190,2023-07-17T12:07:40+02:00,buy,outgoing,300.00,EUR,0.01096985,BTC,27347.68,EUR,Cryptocurrency,1,-,-,-,-,-,0.00
T1ee2489d-f6a4-6ff0-8a99-bc346e0bb157,2023-07-17T12:08:33+02:00,buy,outgoing,50.00,EUR,27.45905744,APE,1.82,EUR,Cryptocurrency,1102,-,-,-,-,-,0.00
T1ee248a3-05af-6c20-ed8f-744fc2d261b1,2023-07-17T12:10:58+02:00,buy,outgoing,25.00,EUR,52.29523033,OSMO,0.48,EUR,Cryptocurrency,2879,-,-,-,-,-,0.00
T1ee248a4-e297-6290-0725-86726dbfcfe0,2023-07-17T12:11:36+02:00,buy,outgoing,25.00,EUR,141.90529081,AUDIO,0.18,EUR,Cryptocurrency,2198,-,-,-,-,-,0.00
1ee248a6-2472-6a56-bedc-6664c0900954,2023-07-17T12:12:07+02:00,transfer,outgoing,48.85,EUR,27.45905744,APE,1.78,EUR,Cryptocurrency,1102,-,-,-,-,-,-
1ee248a6-239d-6c70-aebd-fe6bc7aa829c,2023-07-17T12:12:07+02:00,transfer(stake),incoming,48.85,EUR,27.45905744,APE,1.78,EUR,Cryptocurrency,1102,-,-,-,-,-
1ee248a6-80cd-6346-ba82-6664c0900954,2023-07-17T12:12:17+02:00,transfer,outgoing,24.33,EUR,141.90529081,AUDIO,0.17,EUR,Cryptocurrency,2198,-,-,-,-,-,-
1ee248a6-7fb3-6ff0-ea70-3680d2ba9797,2023-07-17T12:12:17+02:00,transfer(stake),incoming,24.33,EUR,141.90529081,AUDIO,0.17,EUR,Cryptocurrency,2198,-,-,-,-,-
1ee248a6-fca7-64e4-abdf-6664c0900954,2023-07-17T12:12:30+02:00,transfer,outgoing,24.31,EUR,52.29523033,OSMO,0.46,EUR,Cryptocurrency,2879,-,-,-,-,-,-
1ee248a6-fbf5-6140-76da-6653756115cf,2023-07-17T12:12:30+02:00,transfer(stake),incoming,24.31,EUR,52.29523033,OSMO,0.46,EUR,Cryptocurrency,2879,-,-,-,-,-
1ee258dc-b2c0-633a-8adb-2aaab65d6890,2023-07-18T19:09:02+02:00,reward,incoming,0.02,EUR,0.11259635,AUDIO,0.18,EUR,Cryptocurrency,2198,-,-,-,-,-
1ee258e2-d072-609e-b965-1aa080dd4938,2023-07-18T19:11:46+02:00,reward,incoming,0.02,EUR,0.03893626,OSMO,0.51,EUR,Cryptocurrency,2879,-,-,-,-,-
1ee258ed-5bdf-6fb4-b147-bed7a50a6199,2023-07-18T19:16:29+02:00,reward,incoming,0.07,EUR,0.03735673,APE,1.87,EUR,Cryptocurrency,1102,-,-,-,-,-
1ee258f1-8fef-61f2-8bd6-b6b14cfb0014,2023-07-18T19:18:22+02:00,reward,incoming,0.01,EUR,0.02560909,SCRT,0.39,EUR,Cryptocurrency,2639,-,-,-,-,-
1ee2b0e0-dae5-6426-950f-ba5b36c6b997,2023-07-25T19:09:45+02:00,reward,incoming,0.09,EUR,0.56111129,AUDIO,0.16,EUR,Cryptocurrency,2198,-,-,-,-,-
1ee2b0f1-ca17-6606-9d09-0e36b32fa1a0,2023-07-25T19:17:19+02:00,reward,incoming,0.28,EUR,0.15526870,APE,1.80,EUR,Cryptocurrency,1102,-,-,-,-,-
1ee2b0f7-1041-6488-a103-d699097bd09a,2023-07-25T19:19:41+02:00,reward,incoming,0.01,EUR,0.02568764,SCRT,0.39,EUR,Cryptocurrency,2639,-,-,-,-,-
1ee2b0f8-be8f-6f0c-8114-d699097bd09a,2023-07-25T19:20:26+02:00,reward,incoming,0.08,EUR,0.18296435,OSMO,0.44,EUR,Cryptocurrency,2879,-,-,-,-,-
1ee308ea-4a39-6442-93ba-ba68dcf1d7c2,2023-08-01T19:12:50+02:00,reward,incoming,0.07,EUR,0.17196575,OSMO,0.41,EUR,Cryptocurrency,2879,-,-,-,-,-
1ee308ed-485f-692a-8664-9ab1d61c0ef7,2023-08-01T19:14:10+02:00,reward,incoming,0.09,EUR,0.56268102,AUDIO,0.16,EUR,Cryptocurrency,2198,-,-,-,-,-
1ee308fa-aa80-6b9c-93f2-bef445067e16,2023-08-01T19:20:09+02:00,reward,incoming,0.26,EUR,0.15586230,APE,1.67,EUR,Cryptocurrency,1102,-,-,-,-,-
1ee308fd-c790-61da-9e6c-3ead960832dd,2023-08-01T19:21:33+02:00,reward,incoming,0.01,EUR,0.02576643,SCRT,0.39,EUR,Cryptocurrency,2639,-,-,-,-,-
1ee360df-5103-6ca8-abd4-7a147b4392e5,2023-08-08T19:06:46+02:00,reward,incoming,0.01,EUR,0.02584546,SCRT,0.39,EUR,Cryptocurrency,2639,-,-,-,-,-
1ee360eb-79cd-6204-92f1-8ee9909c6562,2023-08-08T19:12:13+02:00,reward,incoming,0.27,EUR,0.15653031,APE,1.72,EUR,Cryptocurrency,1102,-,-,-,-,-
1ee360ed-bd53-6440-83ca-1a3267929080,2023-08-08T19:13:14+02:00,reward,incoming,0.10,EUR,0.56445734,AUDIO,0.18,EUR,Cryptocurrency,2198,-,-,-,-,-
1ee360f0-3e09-6f56-accc-7a147b4392e5,2023-08-08T19:14:21+02:00,reward,incoming,0.07,EUR,0.17241353,OSMO,0.41,EUR,Cryptocurrency,2879,-,-,-,-,-
1ee3b8fc-bc79-6184-bf7c-d6588cab7b8c,2023-08-15T19:18:48+02:00,reward,incoming,0.29,EUR,0.15720115,APE,1.84,EUR,Cryptocurrency,1102,-,-,-,-,-
1ee3b902-df6c-61fe-9df3-1a72093afd62,2023-08-15T19:21:32+02:00,reward,incoming,0.01,EUR,0.02592473,SCRT,0.39,EUR,Cryptocurrency,2639,-,-,-,-,-
1ee3b904-be2d-69a0-8f86-6e1f43bbe160,2023-08-15T19:22:22+02:00,reward,incoming,0.07,EUR,0.17285825,OSMO,0.40,EUR,Cryptocurrency,2879,-,-,-,-,-
1ee3b908-3f26-6edc-854e-3a5d8e83968c,2023-08-15T19:23:57+02:00,reward,incoming,0.10,EUR,0.56623919,AUDIO,0.18,EUR,Cryptocurrency,2198,-,-,-,-,-
1ee410ec-83c7-6460-a66c-22a41119e06c,2023-08-22T19:10:23+02:00,reward,incoming,0.01,EUR,0.02600425,SCRT,0.38,EUR,Cryptocurrency,2639,-,-,-,-,-
1ee410fa-eb7e-62e4-b519-22a41119e06c,2023-08-22T19:16:50+02:00,reward,incoming,0.22,EUR,0.15787486,APE,1.39,EUR,Cryptocurrency,1102,-,-,-,-,-
1ee410fd-9a3b-6596-87a8-42f880c176b5,2023-08-22T19:18:02+02:00,reward,incoming,0.08,EUR,0.56802666,AUDIO,0.14,EUR,Cryptocurrency,2198,-,-,-,-,-
1ee410fe-bba4-61f0-9733-9e7a32952897,2023-08-22T19:18:33+02:00,reward,incoming,0.06,EUR,0.17330412,OSMO,0.35,EUR,Cryptocurrency,2879,-,-,-,-,-
1ee468f3-3d4f-676c-92c2-46685238b892,2023-08-29T19:12:15+02:00,reward,incoming,0.06,EUR,0.17375115,OSMO,0.35,EUR,Cryptocurrency,2879,-,-,-,-,-
1ee468f5-332a-6a5a-a9ae-8a4daf999fd6,2023-08-29T19:13:08+02:00,reward,incoming,0.01,EUR,0.02608401,SCRT,0.38,EUR,Cryptocurrency,2639,-,-,-,-,-
1ee46902-6b5c-6696-955a-22aa9f1c43b1,2023-08-29T19:19:03+02:00,reward,incoming,0.22,EUR,0.15855146,APE,1.39,EUR,Cryptocurrency,1102,-,-,-,-,-
1ee46908-1b6f-611e-aadb-8a82bccac9b1,2023-08-29T19:21:36+02:00,reward,incoming,0.07,EUR,0.45983153,AUDIO,0.15,EUR,Cryptocurrency,2198,-,-,-,-,-
1ee4c0ea-0c58-65b0-97f9-fe5eaa034ad1,2023-09-05T19:07:00+02:00,reward,incoming,0.07,EUR,0.46104283,AUDIO,0.15,EUR,Cryptocurrency,2198,-,-,-,-,-
1ee4c0f6-e9d0-6fd0-89a4-bac58f39b56c,2023-09-05T19:12:45+02:00,reward,incoming,0.20,EUR,0.15923095,APE,1.26,EUR,Cryptocurrency,1102,-,-,-,-,-
1ee4c0f9-711a-6598-a32b-96b6bf6f0c58,2023-09-05T19:13:53+02:00,reward,incoming,0.01,EUR,0.02616402,SCRT,0.38,EUR,Cryptocurrency,2639,-,-,-,-,-
1ee4c0fa-89d0-6e9c-9495-9a77ebc86710,2023-09-05T19:14:23+02:00,reward,incoming,0.06,EUR,0.17419932,OSMO,0.34,EUR,Cryptocurrency,2879,-,-,-,-,-
1ee518ea-e3d2-679a-816b-f231bb7e2544,2023-09-12T19:06:14+02:00,reward,incoming,0.05,EUR,0.17464865,OSMO,0.29,EUR,Cryptocurrency,2879,-,-,-,-,-
1ee518ef-5d4c-690a-8fc0-f2ca4bbb0359,2023-09-12T19:08:14+02:00,reward,incoming,0.01,EUR,0.02624427,SCRT,0.38,EUR,Cryptocurrency,2639,-,-,-,-,-
1ee518f9-9ab9-65ea-99a0-c2c0b44a6cec,2023-09-12T19:12:49+02:00,reward,incoming,0.13,EUR,0.11857447,APE,1.10,EUR,Cryptocurrency,1102,-,-,-,-,-
1ee518fb-a7b7-65ce-a8c4-c2c0b44a6cec,2023-09-12T19:13:44+02:00,reward,incoming,0.06,EUR,0.46221739,AUDIO,0.13,EUR,Cryptocurrency,2198,-,-,-,-,-
1ee570f0-144a-60c8-8e38-067c96c65222,2023-09-19T19:07:25+02:00,reward,incoming,0.01,EUR,0.02632477,SCRT,0.38,EUR,Cryptocurrency,2639,-,-,-,-,-
1ee570f4-0350-6304-a124-e2a71a127851,2023-09-19T19:09:10+02:00,reward,incoming,0.06,EUR,0.17509914,OSMO,0.34,EUR,Cryptocurrency,2879,-,-,-,-,-
1ee570f5-0b01-6516-b68c-a683dc98b554,2023-09-19T19:09:38+02:00,reward,incoming,0.07,EUR,0.46339495,AUDIO,0.15,EUR,Cryptocurrency,2198,-,-,-,-,-
1ee570fd-8cf3-6648-838c-0a660dc3c694,2023-09-19T19:13:26+02:00,reward,incoming,0.13,EUR,0.11896997,APE,1.09,EUR,Cryptocurrency,1102,-,-,-,-,-
1ee5c8f6-3a74-6cc2-bd9a-ae68e9f10459,2023-09-26T19:09:01+02:00,reward,incoming,0.04,EUR,0.13628126,OSMO,0.29,EUR,Cryptocurrency,2879,-,-,-,-,-
1ee5c8f9-6c18-6d70-a101-42f1e03be98d,2023-09-26T19:10:27+02:00,reward,incoming,0.01,EUR,0.02640551,SCRT,0.38,EUR,Cryptocurrency,2639,-,-,-,-,-
1ee5c905-6776-6324-abc1-d274ee8b5a3b,2023-09-26T19:15:49+02:00,reward,incoming,0.13,EUR,0.11934808,APE,1.09,EUR,Cryptocurrency,1102,-,-,-,-,-
1ee5c908-7a2e-61c6-80c4-ae68e9f10459,2023-09-26T19:17:11+02:00,reward,incoming,0.06,EUR,0.46457551,AUDIO,0.13,EUR,Cryptocurrency,2198,-,-,-,-,-
